# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 4 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-4447
# Timestamp: Wed, 05-Jun-2024 22:59:31
Gene ID	Gene Name	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'ca1, ca4 double mutant' .foldChange	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'ca1, ca4 double mutant'.pValue	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'wild type' .foldChange	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'wild type'.pValue	'ca1, ca4 double mutant' vs 'wild type' in '150 ppm carbon dioxide' .foldChange	'ca1, ca4 double mutant' vs 'wild type' in '150 ppm carbon dioxide'.pValue	'ca1, ca4 double mutant' vs 'wild type' in '500 ppm carbon dioxide' .foldChange	'ca1, ca4 double mutant' vs 'wild type' in '500 ppm carbon dioxide'.pValue
AT5G41380	AT5G41380	0.2	0.999905277372085						
AT5G41400	AT5G41400	0.2	0.999905277372085	0.1	0.931982173484192				
AT5G41410	BEL1	-0.1	0.999905277372085						
AT5G41460	AT5G41460	0.2	0.999905277372085	0.5	0.469031650276291			-0.1	0.999602131988726
AT5G41470	AT5G41470	-0.1	0.999905277372085					-0.1	0.999602131988726
AT5G41471	SNOR108	0.1	0.999905277372085						
AT5G41480	DHFS	-0.1	0.999905277372085					-0.1	0.999602131988726
AT5G41520	RPS10B	0.1	0.999905277372085	0.2	0.810785832019069			-0.1	0.999602131988726
AT5G41550	AT5G41550			0.2	0.87511480957617			-0.1	0.999602131988726
AT5G41560	AT5G41560			-0.2	0.729826850982736	-0.1	0.999982111190236	0.1	0.999602131988726
AT5G41570	WRKY24	0.1	0.999905277372085						
AT5G41580	PIAL2			-0.2	0.751444852446146	-0.1	0.999982111190236	0.1	0.999602131988726
AT5G41590	AT5G41590	0.2	0.999905277372085	-0.4	0.486450785519426				
AT5G41620	AT5G41620	-0.2	0.999905277372085	-0.1	0.928376133173531			-0.1	0.999602131988726
AT5G41650	AT5G41650	-0.1	0.999905277372085			-0.1	0.999982111190236	-0.2	0.999602131988726
AT5G41670	PGD3	0.3	0.9082383484824	0.5	0.0903685417322145	0.1	0.999982111190236		
AT5G41680	AT5G41680	1.0	0.10023929146873	0.2	0.876162278053226			0.5	0.664428692640481
AT5G41685	TOM7-1			0.3	0.500504532341608			-0.2	0.972620268598347
AT5G41690	AT5G41690	-0.2	0.999905277372085	-0.3	0.490763427220304			0.2	0.999602131988726
AT5G41700	UBC8	-0.3	0.999905277372085	-0.7	0.0743021850238983			0.3	0.240270338009176
AT5G41730	AT5G41730	0.2	0.999905277372085						
AT5G41740	AT5G41740	0.7	0.494044916825332	0.3	0.701178974570973	0.1	0.999982111190236	0.4	0.857163298623325
AT5G41750	AT5G41750	1.0	0.0718576442299756	0.2	0.895206752547585			0.6	0.434523038224397
AT5G41760	AT5G41760	-0.1	0.999905277372085	0.1	0.779890773937784			-0.2	0.652081547123619
AT5G41761	AT5G41761	0.4	0.999905277372085	0.3	0.760606678554476			0.3	0.999602131988726
AT5G41763	AT5G41763	0.1	0.999905277372085			-0.1	0.999982111190236		
AT5G41765	AT5G41765	0.1	0.999905277372085						
AT5G41770	AT5G41770	0.1	0.999905277372085	0.2	0.54426434531036			-0.1	0.999602131988726
AT5G41780	AT5G41780	0.1	0.999905277372085						
AT5G41790	CIP1	0.2	0.999905277372085	0.2	0.760867704924634				
AT5G41800	AT5G41800	0.2	0.999905277372085	-0.1	0.959551340160885			0.2	0.979381886959596
AT5G41810	AT5G41810	0.1	0.999905277372085	-0.1	0.963674706360493			0.1	0.999602131988726
AT5G41820	RGTA2	-0.1	0.999905277372085	-0.1	0.975033345956322	0.1	0.999982111190236	0.1	0.999602131988726
AT5G41850	AT5G41850	-0.2	0.999905277372085	-0.2	0.741684165884482			-0.1	0.999602131988726
AT5G41860	AT5G41860	0.1	0.999905277372085	-0.2	0.813058119652587	-0.1	0.999982111190236		
AT5G41870	AT5G41870	-0.1	0.999905277372085	-0.2	0.87881862915813				
AT5G41880	POLA3	-0.1	0.999905277372085	0.3	0.519288066167349			-0.5	0.116859074764634
AT5G41900	BDG2	-0.5	0.999905277372085	-0.5	0.474494539772591			-0.3	0.776846423954171
AT5G41910	MED10A	-0.1	0.999905277372085	-0.1	0.906958418126198			0.1	0.999602131988726
AT5G41920	SCL23			0.1	0.959551340160885				
AT5G41940	AT5G41940	-0.1	0.999905277372085	-0.2	0.6060907922893			0.1	0.999602131988726
AT5G41950	HLB1	0.1	0.999905277372085	0.2	0.735702843991756			-0.1	0.999602131988726
AT5G41970	AT5G41970	0.1	0.999905277372085	0.4	0.202747351003295			-0.2	0.999602131988726
AT5G41980	AT5G41980	-0.3	0.999905277372085	-0.3	0.677320944727552	-0.1	0.999982111190236	-0.2	0.999602131988726
AT5G41990	WNK8	0.1	0.999905277372085	-0.1	0.93752142086005			0.3	0.763279000816282
AT5G42000	AT5G42000	0.1	0.999905277372085					0.1	0.999602131988726
AT5G42010	AT5G42010	0.5	0.999905277372085			0.1	0.999982111190236	0.5	0.770389837963467
AT5G42020	BIP	0.7	0.00276941099922755	0.8	0.00940348137111671	0.1	0.999982111190236		
AT5G42030	ABIL4	-0.1	0.999905277372085					0.1	0.999602131988726
AT5G42040	RPN12B			0.2	0.83722257923364			-0.1	0.999602131988726
AT5G42050	AT5G42050	0.3	0.999905277372085	-0.1	0.915946334946337			0.4	0.561633706191762
AT5G42060	AT5G42060	0.1	0.999905277372085	0.4	0.465421024783477	0.1	0.999982111190236	-0.1	0.999602131988726
AT5G42070	AT5G42070			0.1	0.937994269896503				
AT5G42080	DRP1A			0.1	0.782939212726645	0.1	0.999982111190236		
AT5G42090	AT5G42090	-0.3	0.999905277372085	-0.6	0.287220997343789	-0.1	0.999982111190236	0.1	0.999602131988726
AT5G42100	ATBG_PPAP	0.1	0.999905277372085	0.1	0.92688798083676			0.1	0.999602131988726
AT5G42110	AT5G42110	0.2	0.999905277372085	0.4	0.444798426967366			-0.1	0.999602131988726
AT5G42120	LECRKS6	0.1	0.999905277372085					0.1	0.999602131988726
AT5G42130	MFL1	0.1	0.999905277372085	0.2	0.852578016723875			-0.1	0.999602131988726
AT5G42140	AT5G42140			-0.1	0.951469946914086			0.1	0.999602131988726
AT5G42146	AT5G42146	-0.1	0.999905277372085	-0.1	0.957744541769268	-0.1	0.999982111190236	-0.1	0.999602131988726
AT5G42150	AT5G42150	0.3	0.999905277372085	0.4	0.243932690871899			-0.1	0.999602131988726
AT5G42180	PER64			0.1	0.887533247853059				
AT5G42190	SKP1B	-0.1	0.999905277372085	-0.1	0.817527743648104			-0.1	0.999602131988726
AT5G42200	ATL23	-0.2	0.999905277372085	-0.3	0.740035754452744	-0.1	0.999982111190236		
AT5G42210	AT5G42210	-0.3	0.999905277372085	-0.2	0.808499626629197	-0.1	0.999982111190236	-0.3	0.897021591309436
AT5G42230	SCPL41	-0.2	0.999905277372085						
AT5G42240	SCPL42			0.1	0.735120073198647	0.1	0.999982111190236	-0.1	0.999602131988726
AT5G42250	AT5G42250	0.1	0.999905277372085						
AT5G42270	FTSH5			0.2	0.834440953479043	0.2	0.999982111190236		
AT5G42280	AT5G42280	0.3	0.999905277372085	0.3	0.690083243013279	0.1	0.999982111190236	0.2	0.999602131988726
AT5G42300	UBL5	0.1	0.999905277372085	-0.1	0.908470759063628			0.2	0.927215677597639
AT5G42310	CRP1			0.1	0.902208661258256	0.1	0.999982111190236		
AT5G42320	AT5G42320			0.2	0.446025213247087			-0.2	0.935631306897611
AT5G42330	AT5G42330	-0.2	0.999905277372085	0.3	0.715873113445791			-0.5	0.357016989282715
AT5G42350	AT5G42350	0.1	0.999905277372085						
AT5G42360	AT5G42360			-0.1	0.855454132352698	-0.1	0.999982111190236	0.1	0.999602131988726
AT5G42370	AT5G42370	-0.1	0.999905277372085	0.1	0.91134961027206			-0.2	0.999602131988726
AT5G42380	CML37	0.4	0.999905277372085	-0.3	0.802804918179123			0.5	0.692468418510576
AT5G42390	SPP			0.1	0.89043303624848	0.1	0.999982111190236	0.1	0.999602131988726
AT5G42400	ATXR7	-0.1	0.999905277372085	-0.1	0.88805750579486			-0.1	0.999602131988726
AT5G42440	AT5G42440	0.3	0.999905277372085	-0.1	0.89578748390782			0.4	0.59185861179424
AT5G42450	PCMP-E102	0.1	0.999905277372085	0.4	0.611368463498466			-0.2	0.999602131988726
AT5G42460	AT5G42460			-0.1	0.948028867058107	0.2	0.999982111190236	0.2	0.999602131988726
AT5G42470	AT5G42470	-0.1	0.999905277372085	-0.2	0.623721263074207			0.1	0.999602131988726
AT5G42480	ARC6	-0.1	0.999905277372085	0.3	0.631767359508644	0.1	0.999982111190236	-0.2	0.999602131988726
AT5G42500	DIR2							0.1	0.999602131988726
AT5G42520	BPC6	-0.1	0.999905277372085	-0.3	0.584463417138954			0.1	0.999602131988726
AT5G42530	AT5G42530	0.3	0.999905277372085	0.7	0.179319151324063	0.1	0.999982111190236	0.4	0.366391946782747
AT5G42540	XRN2			0.2	0.623513798594208	0.1	0.999982111190236	-0.1	0.999602131988726
AT5G42560	HVA22I	-0.1	0.999905277372085	-0.2	0.61903382148901			0.1	0.999602131988726
AT5G42580	CYP705A12	-0.1	0.999905277372085						
AT5G42590	CYP71A16	-0.1	0.999905277372085						
AT5G42610	AT5G42610	0.1	0.999905277372085						
AT5G42620	AT5G42620	-0.1	0.999905277372085					-0.1	0.999602131988726
AT5G42630	KAN4			0.1	0.971185023761583				
AT5G42650	CYP74A	0.4	0.999905277372085	0.4	0.549391751743867	0.1	0.999982111190236	0.1	0.999602131988726
AT5G42655	AT5G42655					0.1	0.999982111190236		
AT5G42660	AT5G42660	0.1	0.999905277372085	0.1	0.95554255919362				
AT5G42670	AT5G42670			0.1	0.936675934629043			-0.1	0.999602131988726
AT5G42680	AT5G42680			-0.2	0.769423539026368	-0.1	0.999982111190236	0.1	0.999602131988726
AT5G42690	AT5G42690	-0.1	0.999905277372085	-0.2	0.836227866977551				
AT5G42700	AT5G42700	-0.2	0.999905277372085	0.4	0.556067561452669	0.1	0.999982111190236	-0.5	0.512530811912847
AT5G42710	AT5G42710	-0.2	0.999905277372085	-0.3	0.683621014311728				
AT5G42720	AT5G42720			0.3	0.75916273945536			-0.4	0.457740376624157
AT5G42740	PGIC	0.2	0.999905277372085	0.3	0.577140951323448	0.1	0.999982111190236		
AT5G42750	BKI1	-0.1	0.999905277372085	-0.1	0.975033345956322	0.1	0.999982111190236		
AT5G42760	AT5G42760	-0.2	0.999905277372085	-0.1	0.932524229971875				
AT5G42765	AT5G42765	-0.1	0.999905277372085						
AT5G42770	AT5G42770			0.3	0.534139473306218	0.1	0.999982111190236	-0.2	0.857163298623325
AT5G42780	ZHD13	-0.1	0.999905277372085	0.1	0.959551340160885			-0.1	0.999602131988726
AT5G42790	PAF1	0.1	0.999905277372085	0.1	0.889967247720398				
AT5G42810	IPK1	-0.2	0.999905277372085	-0.2	0.880342752316065			0.1	0.999602131988726
AT5G42820	U2AF35B	0.1	0.999905277372085	-0.4	0.422819776494778	-0.1	0.999982111190236	0.3	0.861387851577017
AT5G42830	AT5G42830	0.9	0.21776262154214	0.5	0.521868518867152	0.1	0.999982111190236	0.2	0.999602131988726
AT5G42840	AT5G42840			-0.2	0.904310373917313			0.2	0.999602131988726
AT5G42850	AT5G42850			-0.1	0.908155144879795			0.1	0.999602131988726
AT5G42860	AT5G42860	0.2	0.999905277372085	0.4	0.553449727212797			-0.3	0.967387139229073
AT5G42870	PAH2			-0.3	0.38920536875415	-0.1	0.999982111190236	0.2	0.984627711548786
AT5G42880	WEL3	0.1	0.999905277372085					0.1	0.999602131988726
AT5G42890	ATSCP2			0.1	0.959551340160885				
AT5G42900	COR27	-0.1	0.999905277372085	-0.1	0.860664547146259			0.1	0.999602131988726
AT5G42920	THO5B			0.1	0.962221959133269			-0.1	0.999602131988726
AT5G42930	AT5G42930	-0.2	0.999905277372085						
AT5G42940	RHG1A	0.2	0.999905277372085	-0.1	0.939398604757709			0.3	0.913544887346653
AT5G42950	AT5G42950			-0.1	0.612539674829409			0.1	0.999602131988726
AT5G42960	OEP24B	0.2	0.999905277372085	0.4	0.233106335392434	0.1	0.999982111190236	-0.1	0.999602131988726
AT5G42965	AT5G42965			0.1	0.943798057016694	0.1	0.999982111190236		
AT5G42970	CSN4	0.1	0.999905277372085	0.3	0.548452025829506			-0.2	0.874516616925679
AT5G42980	TRX3	0.2	0.999905277372085	0.2	0.762120616657093				
AT5G43010	RPT4A	0.2	0.999905277372085	0.3	0.518962331534768			-0.1	0.999602131988726
AT5G43020	AT5G43020	-0.1	0.999905277372085	0.3	0.643736564564995			-0.5	0.488411091950684
AT5G43040	AT5G43040			0.1	0.922960535047377			-0.2	0.999602131988726
AT5G43050	NPQ6	0.1	0.999905277372085	0.2	0.594432902101412	0.1	0.999982111190236	-0.1	0.999602131988726
AT5G43060	RD21B	0.5	0.154798274532396	0.2	0.686236577591369	0.1	0.999982111190236	0.4	0.47272075927847
AT5G43064	AT5G43064	0.5	0.842742201198117						
AT5G43070	WPP1			0.3	0.562416113961999			-0.3	0.968689607353484
AT5G43080	CYCA3-1	-0.1	0.999905277372085	0.4	0.586202829058372			-0.4	0.680726201996556
AT5G43100	AT5G43100			-0.2	0.735909697153765			0.2	0.926730420103802
AT5G43120	AT5G43120	0.1	0.999905277372085						
AT5G43130	TAF4B	-0.1	0.999905277372085			0.1	0.999982111190236		
AT5G43140	AT5G43140	0.1	0.999905277372085	0.2	0.774841639198717	0.1	0.999982111190236		
AT5G43150	AT5G43150	-0.1	0.999905277372085					0.1	0.999602131988726
AT5G43155	AT5G43155	-0.3	0.999905277372085	-0.1	0.963165599966557			-0.2	0.999602131988726
AT5G43160	QWRF9	-0.1	0.999905277372085			-0.1	0.999982111190236	-0.3	0.999602131988726
AT5G43170	AZF3	0.7	0.400255824958591	0.6	0.119203541262795	0.1	0.999982111190236	0.2	0.999602131988726
AT5G43180	AT5G43180	0.2	0.999905277372085	0.1	0.97295889297301			0.1	0.999602131988726
AT5G43190	AT5G43190			-0.2	0.81029899769206			0.3	0.999602131988726
AT5G43200	AT5G43200	0.1	0.999905277372085						
AT5G43210	AT5G43210	-0.1	0.999905277372085	-0.2	0.859593793734037				
AT5G43230	AT5G43230	0.2	0.999905277372085						
AT5G43250	NF-YC13			0.4	0.567256534333942	0.1	0.999982111190236	-0.2	0.999602131988726
AT5G43260	AT5G43260	-0.2	0.999905277372085	-0.3	0.592229579791064	0.1	0.999982111190236	0.3	0.82771931863331
AT5G43270	SPL2	-0.3	0.999905277372085	-0.3	0.64918376664373	-0.1	0.999982111190236	-0.2	0.973479187857311
AT5G43280	DCI1	0.1	0.999905277372085	0.2	0.640755230927425			-0.1	0.999602131988726
AT5G43285	LURE1.1	0.4	0.999905277372085					0.3	0.880069491907271
AT5G43290	WRKY49	0.9	0.224816513460866	0.3	0.792705302175883	-0.1	0.999982111190236	0.3	0.943907496591424
AT5G43300	GDPD3	0.6	0.888099781513601	0.3	0.766373560924971			0.2	0.999602131988726
AT5G43310	AT5G43310	0.1	0.999905277372085	0.1	0.858239951960809				
AT5G43320	CKL8							0.1	0.999602131988726
AT5G43330	MDH2	0.1	0.999905277372085					0.1	0.999602131988726
AT5G43350	PHT1-1	0.2	0.999905277372085					0.1	0.999602131988726
AT5G43370	PHT1-2	0.1	0.999905277372085						
AT5G43380	TOPP7	0.5	0.598545914192632	0.2	0.89203516633434	-0.2	0.999982111190236		
AT5G43400	AT5G43400	-0.2	0.999905277372085	-0.2	0.866064166308088				
AT5G43403	AT5G43403	-0.1	0.999905277372085	-0.5	0.341300727220547			0.3	0.999602131988726
AT5G43410	ERF096	0.2	0.999905277372085						
AT5G43420	ATL16	0.9	0.092995048135781	0.2	0.806388180811698			0.5	0.573856496306861
AT5G43430	ETFBETA	0.1	0.999905277372085					0.1	0.999602131988726
AT5G43440	AT5G43440			-0.2	0.851355678870428			0.2	0.999602131988726
AT5G43450	AT5G43450	0.5	0.75916640632409	-0.2	0.855645745663655			0.6	0.452129735414986
AT5G43460	AT5G43460			-0.3	0.688417090383061	-0.1	0.999982111190236	0.2	0.999602131988726
AT5G43470	RPP8			-0.1	0.741684165884482			0.2	0.999602131988726
AT5G43500	ARP9	-0.1	0.999905277372085					-0.1	0.999602131988726
AT5G43520	AT5G43520			0.1	0.940274928824593			0.1	0.999602131988726
AT5G43530	RAD5B	-0.1	0.999905277372085	0.3	0.743518588593442			-0.3	0.926730420103802
AT5G43540	AT5G43540	0.1	0.999905277372085						
AT5G43560	TRAF1A			-0.1	0.885534955387989			0.1	0.999602131988726
AT5G43570	AT5G43570	-0.1	0.999905277372085	-0.3	0.734366167193356			0.2	0.999602131988726
AT5G43580	AT5G43580	0.4	0.999905277372085					0.1	0.999602131988726
AT5G43590	AT5G43590	0.3	0.999905277372085	0.1	0.924181960337799			0.2	0.999602131988726
AT5G43600	UAH	0.1	0.999905277372085	-0.1	0.95555645850864			0.1	0.999602131988726
AT5G43620	PCFS5	-0.1	0.999905277372085	-0.1	0.879686063292757			-0.1	0.999602131988726
AT5G43630	TZP	-0.1	0.999905277372085						
AT5G43660	AT5G43660	-0.1	0.999905277372085	0.2	0.899234952985679			-0.4	0.880069491907271
AT5G43670	AT5G43670	0.1	0.999905277372085	-0.1	0.930246203803252			0.2	0.906321407161514
AT5G43680	AT5G43680	-0.1	0.999905277372085					-0.2	0.999602131988726
AT5G43690	SOT1			0.6	0.290816223136292	0.1	0.999982111190236	-0.3	0.956432222567494
AT5G43700	IAA4			-0.3	0.765193272723238	-0.1	0.999982111190236	0.2	0.999602131988726
AT5G43710	MNS4	-0.1	0.999905277372085					-0.1	0.999602131988726
AT5G43720	AT5G43720	-0.1	0.999905277372085	0.2	0.530225004777988	0.1	0.999982111190236	-0.2	0.724719475124405
AT5G43725	AT5G43725	0.2	0.999905277372085	-0.2	0.838858574725775	-0.2	0.999982111190236	0.1	0.999602131988726
AT5G43730	AT5G43730	-0.1	0.999905277372085	-0.1	0.917868263522942	0.1	0.999982111190236	0.1	0.999602131988726
AT5G43740	AT5G43740	0.1	0.999905277372085					0.1	0.999602131988726
AT5G43745	AT5G43745	-0.1	0.999905277372085	0.2	0.840670582682051	0.1	0.999982111190236	-0.1	0.999602131988726
AT5G43750	PNSB5	-0.2	0.999905277372085			0.1	0.999982111190236	-0.1	0.999602131988726
AT5G43760	KCS20			-0.2	0.672978730413577			0.1	0.999602131988726
AT5G43770	AT5G43770	-0.6	0.84529180295202	-0.7	0.112685328459708				
AT5G43780	APS4	0.2	0.999905277372085	-0.2	0.770978695164015			0.4	0.698775448039726
AT5G43790	PCMP-E30	-0.1	0.999905277372085	0.2	0.847468745516767			-0.2	0.999602131988726
AT5G43810	AGO10	-0.1	0.999905277372085	0.1	0.961387439774686	-0.1	0.999982111190236	-0.2	0.961550127582983
AT5G43820	AT5G43820	-0.1	0.999905277372085	0.1	0.951855415397961			-0.2	0.999602131988726
AT5G43822	AT5G43822	-0.2	0.999905277372085	-0.1	0.904310373917313			-0.1	0.999602131988726
AT5G43830	AT5G43830	-0.1	0.999905277372085	-0.1	0.846018632704678	0.1	0.999982111190236	0.2	0.970697664441799
AT5G43840	HSFA6A	-0.5	0.999905277372085	-1.0	0.0248083353942971			0.6	0.496254290827887
AT5G43850	ARD4	-0.1	0.999905277372085	-0.1	0.902631086822382			0.1	0.999602131988726
AT5G43860	CLH2	-0.2	0.999905277372085	-0.1	0.942249117320368	0.1	0.999982111190236	0.1	0.999602131988726
AT5G43870	AT5G43870	-0.4	0.769828911156707	-0.1	0.880342752316065			-0.2	0.926730420103802
AT5G43880	AT5G43880			0.1	0.945432850120123				
AT5G43890	YUC5	1.0	0.0390333454913984	0.3	0.729454168507627	-0.3	0.999982111190236	0.1	0.999602131988726
AT5G43900	MYA2							-0.1	0.999602131988726
AT5G43910	AT5G43910	0.3	0.999905277372085	0.3	0.704543505756137	0.1	0.999982111190236	0.1	0.999602131988726
AT5G43920	WDS			-0.1	0.881591757365254				
AT5G43930	AT5G43930	-0.1	0.999905277372085	-0.4	0.348264915206297	-0.1	0.999982111190236	0.2	0.901428530041557
AT5G43940	HOT5	0.2	0.999905277372085	0.1	0.741684165884482	0.1	0.999982111190236	0.1	0.999602131988726
AT5G43950	AT5G43950			0.2	0.820492147334747	0.2	0.999982111190236	0.1	0.999602131988726
AT5G43960	AT5G43960	0.2	0.999905277372085	0.4	0.128131662712271			-0.2	0.999602131988726
AT5G43970	TOM9-2	0.1	0.999905277372085	0.5	0.0382923258050549			-0.3	0.829063637349228
AT5G43980	CRRSP56			-0.3	0.672605670720937	-0.1	0.999982111190236	0.1	0.999602131988726
AT5G43990	SUVR2	-0.2	0.999905277372085			-0.1	0.999982111190236	-0.3	0.915286856350137
AT5G44000	AT5G44000			0.2	0.847468745516767	0.1	0.999982111190236		
AT5G44005	AT5G44005	-0.1	0.999905277372085	-0.2	0.881599823399471				
AT5G44010	AT5G44010			0.1	0.942357407594509			-0.1	0.999602131988726
AT5G44020	AT5G44020	-0.2	0.999905277372085	-0.1	0.840540367528479			-0.1	0.999602131988726
AT5G44030	CESA4	-0.3	0.999905277372085	-0.4	0.150134605268933				
AT5G44040	AT5G44040			0.3	0.703154360035619	0.1	0.999982111190236	-0.2	0.84350706564031
AT5G44050	DTX28	-0.2	0.999905277372085					-0.3	0.934306502638684
AT5G44060	AT5G44060	0.1	0.999905277372085	0.1	0.946272202510627			0.1	0.999602131988726
AT5G44063	AT5G44063	0.2	0.999905277372085	-0.3	0.747872552594357	-0.2	0.999982111190236		
AT5G44065	AT5G44065	0.2	0.999905277372085			-0.1	0.999982111190236		
AT5G44070	PCS1	0.6	0.19396373315962	0.2	0.73845164794168	0.1	0.999982111190236	0.4	0.405229368038677
AT5G44080	AT5G44080							0.1	0.999602131988726
AT5G44090	AT5G44090	-0.1	0.999905277372085	-0.2	0.437690319151483			0.1	0.999602131988726
AT5G44100	CKL7	-0.1	0.999905277372085	-0.1	0.748922464751639				
AT5G44110	ABCI21	0.1	0.999905277372085	0.3	0.755376197011258			-0.1	0.999602131988726
AT5G44120	CRA1			-1.2	0.00209334018185	0.1	0.999982111190236	0.6	0.251396773985537
AT5G44130	FLA13	0.4	0.999905277372085	0.5	0.208878199600189				
AT5G44140	PHB7	-0.1	0.999905277372085	-0.1	0.910232692932196	-0.1	0.999982111190236		
AT5G44150	AT5G44150			0.1	0.939475447447033	-0.1	0.999982111190236	-0.1	0.999602131988726
AT5G44160	NUC	0.1	0.999905277372085	-0.1	0.933180086008765			0.1	0.999602131988726
AT5G44170	AT5G44170	0.2	0.999905277372085	0.2	0.812064629585025	-0.1	0.999982111190236	-0.1	0.999602131988726
AT5G44180	RLT2	-0.1	0.999905277372085	-0.1	0.854602080743237				
AT5G44190	GLK2							0.1	0.999602131988726
AT5G44200	CBP20							-0.1	0.999602131988726
AT5G44210	ERF9	0.5	0.836661063854127	0.2	0.855035963037206	-0.1	0.999982111190236	0.2	0.999602131988726
AT5G44230	PCMP-H17					-0.1	0.999982111190236	-0.1	0.999602131988726
AT5G44240	ALA2	0.1	0.999905277372085	0.1	0.911182265257053			0.1	0.999602131988726
AT5G44250	AT5G44250	0.1	0.999905277372085	-0.2	0.741684165884482			0.2	0.984664019783061
AT5G44260	TZF5					-0.1	0.999982111190236		
AT5G44270	AT5G44270	0.1	0.999905277372085						
AT5G44280	ATRING1A	0.1	0.999905277372085	0.1	0.906581829911662			-0.1	0.999602131988726
AT5G44290	AT5G44290	0.3	0.999905277372085					0.3	0.999602131988726
AT5G44310	AT5G44310	-0.8	0.404530456922485	-0.7	0.194129553645488			0.4	0.775887315256535
AT5G44320	AT5G44320	0.1	0.999905277372085	0.3	0.522280611196744			-0.1	0.999602131988726
AT5G44350	AT5G44350	0.1	0.999905277372085	-0.2	0.879444224365215			0.3	0.999602131988726
AT5G44360	AT5G44360	-0.2	0.999905277372085						
AT5G44370	ANTR5	0.2	0.999905277372085	0.3	0.354579906938297	0.1	0.999982111190236	-0.1	0.999602131988726
AT5G44380	AT5G44380	0.7	0.373599725909426	0.1	0.945670431687731			0.3	0.977332805612177
AT5G44390	AT5G44390	1.3	0.0047113066757058	0.7	0.187433470191593			0.3	0.999602131988726
AT5G44400	AT5G44400			0.1	0.967154014117394	-0.1	0.999982111190236	-0.2	0.999602131988726
AT5G44410	AT5G44410	-0.2	0.999905277372085					-0.1	0.999602131988726
AT5G44440	AT5G44440	-0.3	0.999905277372085	-0.8	0.119835595479281	0.1	0.999982111190236	0.8	0.170647723601248
AT5G44450	AT5G44450			0.1	0.954214575213527				
AT5G44460	CML43	0.5	0.999905277372085	0.1	0.911287069367708			0.2	0.999602131988726
AT5G44480	DUR	0.2	0.999905277372085	-0.1	0.971185023761583			0.2	0.999602131988726
AT5G44490	AT5G44490	-0.1	0.999905277372085	0.3	0.612539674829409	0.1	0.999982111190236	-0.2	0.999602131988726
AT5G44500	AT5G44500			0.3	0.616553446448697			-0.2	0.934306502638684
AT5G44510	TAO1	-0.4	0.999905277372085	-0.6	0.0100545949868856	-0.1	0.999982111190236	0.1	0.999602131988726
AT5G44520	AT5G44520	-0.2	0.999905277372085	-0.1	0.957874133543353			-0.1	0.999602131988726
AT5G44530	AT5G44530	-0.4	0.999905277372085	-0.4	0.605892990309212			-0.1	0.999602131988726
AT5G44540	AT5G44540	-0.2	0.999905277372085						
AT5G44550	AT5G44550	0.1	0.999905277372085	0.1	0.930862058536224				
AT5G44560	VPS2.2	-0.2	0.999905277372085	0.4	0.616725320943046			-0.5	0.146449744102052
AT5G44563	AT5G44563	-0.2	0.999905277372085						
AT5G44565	AT5G44565	0.5	0.999905277372085	0.3	0.770978695164015			0.3	0.999602131988726
AT5G44567	AT5G44567	-0.3	0.999905277372085						
AT5G44568	AT5G44568	0.5	0.999905277372085	0.2	0.806388180811698	0.1	0.999982111190236	0.4	0.785577947643305
AT5G44569	AT5G44569	-0.4	0.999905277372085	-0.2	0.867468620401259			-0.2	0.999602131988726
AT5G44570	AT5G44570	0.1	0.999905277372085						
AT5G44572	AT5G44572	0.4	0.999905277372085					0.4	0.829063637349228
AT5G44574	AT5G44574	1.0	0.0840391048301335	0.2	0.837594758808472			0.3	0.916615924277395
AT5G44575	AT5G44575	0.8	0.404504717924917	0.4	0.545841312807833			0.3	0.953694391985428
AT5G44578	AT5G44578	0.3	0.999905277372085	-0.1	0.971185023761583	-0.1	0.999982111190236	0.1	0.999602131988726
AT5G44580	AT5G44580	0.8	0.207726019325125	0.4	0.523911096662436	-0.1	0.999982111190236	0.3	0.999602131988726
AT5G44582	AT5G44582	0.3	0.999905277372085	-0.1	0.960846446770692			0.3	0.999602131988726
AT5G44585	AT5G44585	0.7	0.534380217770944	0.4	0.66524414248203			0.3	0.934306502638684
AT5G44590	AT5G44590	0.2	0.999905277372085	-0.3	0.712538488804884			0.7	0.194649345898761
AT5G44600	AT5G44600	-0.1	0.999905277372085	0.2	0.835125724063928			-0.2	0.999602131988726
AT5G44610	PCAP2							0.1	0.999602131988726
AT5G44620	CYP706A3	0.1	0.999905277372085					0.1	0.999602131988726
AT5G44635	MCM6			0.4	0.354881600057054	0.1	0.999982111190236	-0.3	0.678723716388753
AT5G44650	Y3IP1			0.2	0.854198279370712			-0.1	0.999602131988726
AT5G44660	AT5G44660	-0.2	0.999905277372085	-0.4	0.590373319095027	-0.1	0.999982111190236		
AT5G44680	AT5G44680	-0.4	0.859770829572403	-0.3	0.582662216812232	-0.1	0.999982111190236	-0.2	0.999602131988726
AT5G44700	GSO2	0.2	0.999905277372085	-0.1	0.917803394750099			0.4	0.874516616925679
